#Title: UBVRI Photometric Standard Stars Around The Celestial Equator: Updates and Additions.   Landolt, 2009, AJ 137, 4186
#Author: Landolt A.U. Table: UBVRI Photometry of Standard Stars   aj298675t2_mrt.txt   PM (mas/yr)added from table5 aj298675t5_mrt.txt. 
# Blanks removed from name strings, Colons in coords, Errors for single obs changed from blanks to 0.009, DLtypes where available from: Drilling & Landolt 1979, AJ, 84, 783 
# Tphe-E removed, 0-593 stars.  SA92-260 & SA109-956 coords (and 2mass) corrected
#-------------------------------------------------------Landolt 2009------------------------------------------------------------------------------|------------------- 2MASS ---------------------------------------|----------------UKIRT-----------|-NOMAD
name       RhRmRs      Dddmds      V     B-V    U-B    V-R    R-I    V-I     n   m   eV    eBV    eUB    eVR    eVI     pmRA     pmDE  DLtype    J2m  meJ2m   H2m  meH2m   K2m  meK2m    2mra      2mde   d2m"    Zv     Yv    Jmko   Hmko  Kmko    Rn 
SA111-2088  19:38:21.254 +00:31:00.26 13.193 +1.610 +1.678 +0.888 +0.818 +1.708   8   4 0.0014 0.0042 0.0110 0.0018 0.0018    -4.2    -5.1  ______  10.218 0.022  9.439 0.025  9.267 0.021 294.58854  +0.51672  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  12.42
SA111-2093  19:38:23.462 +00:31:25.44 12.538 +0.637 +0.283 +0.370 +0.397 +0.766   8   4 0.0025 0.0035 0.0071 0.0032 0.0039     1.7    -3.7  F2:___  11.230 0.022 11.020 0.023 10.932 0.023 294.59773  +0.52372  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  12.22
SA112-595   20:41:18.463 +00:16:28.06 11.352 +1.601 +1.991 +0.898 +0.903 +1.801  75  66 0.0014 0.0009 0.0035 0.0005 0.0008    -0.9    -6.1  K2III:   8.341 0.021  7.502 0.042  7.296 0.026 310.32690  +0.27447  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  10.30
SA112-704   20:42:02.066 +00:19:08.22 11.452 +1.536 +1.742 +0.822 +0.746 +1.570  19  12 0.0030 0.0023 0.0076 0.0021 0.0025    -3.9     0.4  G9III:   8.734 0.024  7.988 0.033  7.782 0.027 310.50865  +0.31894  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  11.03
SA112-223   20:42:14.583 +00:08:59.70 11.424 +0.454 +0.016 +0.273 +0.274 +0.547  87  79 0.0007 0.0006 0.0015 0.0005 0.0010     5.3   -10.4  F5____  10.503 0.022 10.309 0.024 10.212 0.021 310.56075  +0.14991  0.0 -9.99  -9.99  -9.99  -9.99  -9.99  11.28
SA112-250   20:42:26.386 +00:07:42.50 12.095 +0.532 -0.025 +0.317 +0.323 +0.639  18  12 0.0021 0.0019 0.0042 0.0019 0.0026     1.4    -9.1  F8____  11.008 0.023 10.778 0.024 10.678 0.022 310.60994  +0.12842  0.2 -9.99  -9.99  -9.99  -9.99  -9.99  11.43
SA112-275   20:42:35.424 +00:07:20.22  9.905 +1.210 +1.294 +0.648 +0.569 +1.217 113  98 0.0001 0.0004 0.0016 0.0004 0.0007    -0.8   -11.1  K2III_   7.791 0.029  7.197 0.036  7.058 0.024 310.64761  +0.12229  0.0 -9.99  -9.99  -9.99  -9.99  -9.99   9.24
SA112-805   20:42:46.753 +00:16:08.08 12.086 +0.151 +0.158 +0.064 +0.075 +0.139  95  86 0.0006 0.0007 0.0017 0.0006 0.0016     8.9    11.6  A1____  11.779 0.023 11.745 0.025 11.735 0.026 310.69479  +0.26887  0.2 -9.99  -9.99  -9.99  -9.99  -9.99  12.00
SA112-822   20:42:54.915 +00:15:01.90 11.548 +1.030 +0.883 +0.558 +0.502 +1.060  70  61 0.0007 0.0008 0.0022 0.0005 0.0008    -2.6   -12.7  G8III_   9.708 0.021  9.187 0.022  9.086 0.023 310.72882  +0.25054  0.0 10.12  -9.99  -9.99  -9.99  -9.99  10.41
Mark-A4     20:43:53.555 -10:45:05.17 14.767 +0.795 +0.176 +0.471 +0.475 +0.952  22  11 0.0020 0.0030 0.0040 0.0031 0.0052     1.5    -6.3  ______  13.149 0.026 12.675 0.030 12.587 0.035 310.97318 -10.75143  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  14.64
Mark-A2     20:43:54.998 -10:45:31.29 14.540 +0.666 +0.096 +0.379 +0.371 +0.751  21  10 0.0028 0.0031 0.0046 0.0024 0.0059     3.8    -1.6  ______  13.301 0.023 13.017 0.032 12.895 0.035 310.97919 -10.75868  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  14.49
Mark-A1     20:43:58.451 -10:47:12.27 15.911 +0.609 -0.014 +0.367 +0.373 +0.740  25  10 0.0040 0.0090 0.0136 0.0044 0.0148    -9.6    -2.0  ______  14.716 0.047 14.303 0.052 14.358 0.095 310.99362 -10.78672  0.3 -9.99  -9.99  -9.99  -9.99  -9.99  15.97
Mark-A      20:43:59.227 -10:47:41.68 13.256 -0.246 -1.159 -0.114 -0.124 -0.238  88  71 0.0008 0.0008 0.0021 0.0008 0.0029    26.1     5.6  ______  13.842 0.036 13.980 0.053 14.096 0.092 310.99685 -10.79493  0.3 -9.99  -9.99  -9.99  -9.99  -9.99  13.76
Mark-A3     20:44:03.82  -10:45:37.9  14.818 +0.938 +0.651 +0.587 +0.510 +1.098  22  10 0.0023 0.0034 0.0104 0.0021 0.0045     4.0   -24.0  ______  12.965 0.026 12.412 0.025 12.347 0.029 311.01592 -10.76052  0.0 -9.99  -9.99  -9.99  -9.99  -9.99  14.64
Wolf-918    21:09:17.431 -13:18:09.01 10.869 +1.493 +1.139 +0.978 +1.083 +2.064  11   7 0.0021 0.0038 0.0051 0.0022 0.0030   721.0 -1992.3  ______   7.688 0.029  7.121 0.036  6.909 0.029 317.32252 -13.30223  1.0 -9.99  -9.99  -9.99  -9.99  -9.99  10.31
G26-7A      21:31:06.807 -09:46:35.55 13.047 +0.725 +0.279 +0.405 +0.371 +0.776  17   9 0.0016 0.0017 0.0025 0.0016 0.0022     4.0   -21.9  ______  11.769 0.026 11.454 0.024 11.372 0.025 322.77839  -9.77651  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  12.70
G26-7       21:31:18.637 -09:47:26.44 12.006 +1.664 +1.231 +1.298 +1.669 +2.968  25  12 0.0017 0.0006 0.0041 0.0011 0.0015  1209.7   -60.8  ______   7.316 0.023  6.701 0.034  6.379 0.020 322.82747  -9.79065  0.6 -9.99  -9.99  -9.99  -9.99  -9.99  11.59
G26-7C      21:31:23.333 -09:50:46.60 12.468 +0.624 +0.093 +0.354 +0.340 +0.695  12   6 0.0006 0.0013 0.0042 0.0005 0.0010    46.6   -11.6  ______  11.309 0.023 11.009 0.024 10.968 0.024 322.84724  -9.84625  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  13.09
G26-7B      21:31:26.454 -09:47:23.47 13.454 +0.562 +0.027 +0.323 +0.327 +0.652  16   9 0.0017 0.0021 0.0037 0.0018 0.0029    14.5   -25.4  ______  12.351 0.023 12.098 0.023 12.028 0.024 322.86023  -9.78982  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  13.30
SA113-440   21:40:34.426 +00:41:46.92 11.796 +0.637 +0.167 +0.363 +0.350 +0.715   2   1 0.0014 0.0014 0.0042 0.009  0.0021   -23.6    -7.3  G2V___  10.665 0.024 10.377 0.026 10.321 0.021 325.14344  +0.69636  0.0 -9.99  -9.99  -9.99  -9.99  -9.99  10.82
SA113-221   21:40:36.542 +00:21:03.31 12.071 +1.031 +0.874 +0.550 +0.490 +1.041  24  10 0.0016 0.0020 0.0055 0.0018 0.0022    -2.7    -2.9  ______  10.306 0.024  9.793 0.021  9.701 0.023 325.15226  +0.35091  0.0 -9.99  -9.99  -9.99  -9.99  -9.99  11.33
SA113-L1    21:40:47.382 +00:28:34.96 15.530 +1.343 +1.180 +0.867 +0.723 +1.594   2   1 0.0042 0.0509 0.1867 0.0049 0.0007    29.7    17.3  ______  12.985 0.023 12.326 0.022 12.207 0.025 325.19740  +0.47637  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  14.88
SA113-337   21:40:49.456 +00:27:58.01 14.225 +0.519 -0.025 +0.351 +0.331 +0.682   5   3 0.0130 0.0058 0.0085 0.0072 0.0116    -0.9     2.6  ______  13.081 0.024 12.793 0.024 12.762 0.023 325.20604  +0.46611  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  14.03
SA113-339   21:40:55.675 +00:27:58.07 12.250 +0.568 -0.034 +0.340 +0.347 +0.687  31  18 0.0020 0.0020 0.0038 0.0014 0.0025     2.6    -2.8  F8____  11.097 0.023 10.777 0.022 10.738 0.021 325.23196  +0.46612  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  11.91
SA113-233   21:40:59.227 +00:22:02.43 12.398 +0.549 +0.096 +0.338 +0.322 +0.661   2   1 0.0021 0.0014 0.0007 0.009  0.0007    16.2     1.0  ______  11.308 0.024 11.032 0.021 11.004 0.023 325.24678  +0.36733  0.0 -9.99  -9.99  -9.99  -9.99  -9.99  10.87
SA113-342   21:40:59.843 +00:27:36.65 10.878 +1.015 +0.696 +0.537 +0.513 +1.050   7   3 0.0015 0.0015 0.0060 0.0019 0.0049    21.6    -2.0  G8III_   9.080 0.021  8.569 0.029  8.454 0.023 325.24935  +0.46017  0.0 -9.99  -9.99  -9.99  -9.99  -9.99  10.61
SA113-239   21:41:06.870 +00:22:33.87 13.038 +0.516 +0.051 +0.318 +0.327 +0.647   2   1 0.0057 0.0028 0.0042 0.0014 0.0049     4.8     0.2  ______  11.973 0.023 11.704 0.026 11.634 0.025 325.27862  +0.37609  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  12.90
SA113-241   21:41:09.188 +00:25:48.20 14.352 +1.344 +1.452 +0.897 +0.797 +1.683  22   9 0.0019 0.0032 0.0056 0.0012 0.0038    -5.0   -36.7  ______  11.705 0.024 11.044 0.024 10.888 0.024 325.28829  +0.43002  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  13.78
SA113-245   21:41:13.344 +00:21:52.76 15.665 +0.628 +0.112 +0.396 +0.318 +0.716   2   1 0.0092 0.0099 0.0021 0.0240 0.0354     4.5    -7.5  ______  14.333 0.030 14.022 0.037 13.846 0.051 325.30562  +0.36466  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  15.43
SA113-459   21:41:14.979 +00:43:04.64 12.125 +0.535 -0.018 +0.307 +0.313 +0.623   4   2 0.0070 0.0055 0.0070 0.0055 0.0105     3.2    -1.5  F5____  11.100 0.022 10.882 0.024 10.808 0.021 325.31240  +0.71794  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  11.82
SA113-250   21:41:24.583 +00:20:41.01 13.160 +0.505 -0.003 +0.309 +0.316 +0.626   4   2 0.0025 0.0025 0.0165 0.0035 0.0045    -2.1    -4.1  ______  12.144 0.024 11.872 0.026 11.828 0.023 325.35241  +0.34475  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  12.93
SA113-466   21:41:27.386 +00:40:15.56 10.003 +0.453 +0.003 +0.279 +0.283 +0.564 109  91 0.0004 0.0004 0.0009 0.0003 0.0007    20.0     7.4  F5____   9.117 0.024  8.848 0.034  8.822 0.023 325.36411  +0.67099  0.0 -9.99  -9.99  -9.99  -9.99  -9.99   9.68
SA113-259   21:41:44.849 +00:17:40.05 11.744 +1.199 +1.220 +0.621 +0.544 +1.167  98  83 0.0005 0.0008 0.0017 0.0004 0.0007    -7.7    -0.8  K0III_   9.725 0.023  9.132 0.022  8.994 0.026 325.43686  +0.29444  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  10.53
SA113-260   21:41:48.071 +00:23:52.81 12.406 +0.514 +0.069 +0.308 +0.298 +0.606  23  11 0.0044 0.0021 0.0029 0.0019 0.0019    -8.4    -6.9  ______  11.441 0.024 11.281 0.031 11.192 0.026 325.45029  +0.39800  0.0 -9.99  -9.99  -9.99  -9.99  -9.99  12.18
SA113-475   21:41:51.293 +00:39:20.78 10.304 +1.058 +0.841 +0.568 +0.528 +1.097  89  79 0.0004 0.0005 0.0012 0.0004 0.0006    11.3   -15.4  G9III_   8.401 0.024  7.875 0.046  7.751 0.021 325.46377  +0.65579  0.2 -9.99  -9.99  -9.99  -9.99  -9.99   9.69
SA113-263   21:41:52.873 +00:25:37.60 15.481 +0.280 +0.074 +0.194 +0.207 +0.401   4   1 0.0100 0.0080 0.0250 0.0035 0.0140    11.0    -3.9  ______  14.771 0.033 14.654 0.077 14.642 0.094 325.47028  +0.42710  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  15.48
SA113-366   21:41:53.577 +00:29:22.85 13.537 +1.096 +0.896 +0.623 +0.588 +1.211   2   1 0.0007 0.0049 0.0049 0.0113 0.0099     4.4    -1.0  ______  11.453 0.024 10.782 0.024 10.678 0.021 325.47322  +0.48968  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  13.10
SA113-265   21:41:53.746 +00:18:04.21 14.934 +0.639 +0.101 +0.411 +0.395 +0.807   9   4 0.0180 0.0120 0.0163 0.0160 0.0263   -17.4    -5.6  ______  13.589 0.024 13.181 0.027 13.068 0.033 325.47394  +0.30115  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  14.73
SA113-268   21:41:57.086 +00:19:55.88 15.281 +0.589 -0.018 +0.379 +0.407 +0.786   6   2 0.0033 0.0094 0.0229 0.0078 0.0229    12.3   -11.7  ______  14.033 0.023 13.691 0.023 13.624 0.039 325.48782  +0.33218  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  15.35
SA113-34    21:41:58.784 +00:01:06.97 15.173 +0.484 -0.054 +0.306 +0.346 +0.652   2   1 0.0014 0.0035 0.0205 0.0106 0.0021    -1.5    -5.2  ______  14.149 0.032 13.878 0.044 13.832 0.044 325.49485  +0.01861  0.3 -9.99  -9.99  -9.99  -9.99  -9.99  15.02
SA113-372   21:42:01.99  +00:28:38.9  13.681 +0.670 +0.080 +0.395 +0.370 +0.766   2   1 0.0042 0.0028 0.0141 0.0042 0.0064    40.0    12.0  ______  12.376 0.023 12.035 0.023 11.962 0.024 325.50831  +0.47746  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  13.52
SA113-149   21:42:05.56  +00:09:25.7  13.469 +0.621 +0.043 +0.379 +0.386 +0.765   2   1 0.0078 0.0148 0.0099 0.0049 0.0042   -42.0   -28.0  ______  12.196 0.024 11.825 0.022 11.782 0.023 325.52315  +0.15713  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  13.27
SA113-153   21:42:08.863 +00:15:04.78 14.476 +0.745 +0.285 +0.462 +0.441 +0.902   3   2 0.1051 0.0381 0.0502 0.0121 0.0064   -13.4   -12.0  ______  12.700 0.024 12.307 0.024 12.208 0.026 325.53691  +0.25131  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  14.05
SA113-272   21:42:20.301 +00:20:58.51 13.904 +0.633 +0.067 +0.370 +0.340 +0.710   2   1 0.0014 0.0007 0.0255 0.0007 0.0120     6.5   -12.0  ______  12.717 0.023 12.470 0.026 12.356 0.023 325.58456  +0.34958  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  13.66
SA113-156   21:42:21.714 +00:12:10.06 11.224 +0.526 -0.057 +0.303 +0.314 +0.618   2   1 0.0035 0.0035 0.0057 0.0042 0.0028    -0.3   -11.7  ______  10.149 0.022  9.870 0.022  9.847 0.024 325.59046  +0.20277  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  10.75
SA113-158   21:42:21.763 +00:14:09.73 13.116 +0.723 +0.247 +0.407 +0.374 +0.782   3   2 0.0035 0.0023 0.0040 0.0029 0.0029    -8.0   -14.7  ______  11.783 0.023 11.499 0.027 11.387 0.021 325.59066  +0.23600  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  12.99
SA113-491   21:42:24.506 +00:43:54.63 14.373 +0.764 +0.306 +0.434 +0.420 +0.854   4   2 0.0025 0.0020 0.0185 0.0085 0.0175    13.7    -8.5  ______  12.946 0.023 12.560 0.023 12.474 0.024 325.60210  +0.73184  0.0 -9.99  -9.99  -9.99  -9.99  -9.99  14.16
SA113-492   21:42:27.808 +00:38:21.96 12.174 +0.553 +0.005 +0.342 +0.341 +0.684   9   5 0.0033 0.0063 0.0063 0.0027 0.0053    10.8    -8.8  G0:___  11.028 0.023 10.711 0.022 10.677 0.021 325.61586  +0.63945  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  11.96
SA113-493   21:42:28.579 +00:38:11.53 11.767 +0.786 +0.392 +0.430 +0.393 +0.824   8   4 0.0039 0.0035 0.0064 0.0028 0.0039    22.5     4.1  G5:___  10.413 0.023 10.038 0.022  9.970 0.023 325.61907  +0.63654  0.0 -9.99  -9.99  -9.99  -9.99  -9.99  11.34
SA113-495   21:42:29.737 +00:38:07.96 12.437 +0.947 +0.530 +0.512 +0.497 +1.010   6   3 0.0024 0.0029 0.0053 0.0033 0.0057   -10.8     0.7  ______  10.713 0.022 10.188 0.022 10.117 0.021 325.62387  +0.63555  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  11.75
SA113-163   21:42:35.438 +00:16:45.54 14.540 +0.658 +0.106 +0.380 +0.355 +0.735  15   7 0.0041 0.0049 0.0093 0.0054 0.0108    -2.4   -11.0  ______  13.259 0.024 13.003 0.025 12.907 0.034 325.64768  +0.27927  0.2 -9.99  -9.99  -9.99  -9.99  -9.99  14.42
SA113-165   21:42:37.998 +00:15:33.15 15.639 +0.601 +0.003 +0.354 +0.392 +0.746   2   1 0.0007 0.0057 0.0297 0.0212 0.0643     1.4    -6.0  ______  14.473 0.035 14.213 0.047 14.137 0.063 325.65832  +0.25917  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  15.38
SA113-281   21:42:38.704 +00:18:56.66 15.247 +0.529 -0.026 +0.347 +0.359 +0.706   2   1 0.0078 0.0014 0.0311 0.0021 0.0389     2.9    -5.5  ______  14.029 0.032 13.617 0.031 13.575 0.051 325.66129  +0.31572  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  15.04
SA113-167   21:42:40.950 +00:16:08.62 14.841 +0.597 -0.034 +0.351 +0.376 +0.728   2   1 0.0007 0.0099 0.0240 0.0071 0.0219    -5.9    -4.0  ______  13.672 0.032 13.332 0.035 13.326 0.039 325.67064  +0.26903  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  14.71
SA113-177   21:42:56.538 +00:14:43.80 13.560 +0.789 +0.318 +0.456 +0.436 +0.890  27  13 0.0052 0.0040 0.0060 0.0044 0.0056    13.5   -12.0  ______  12.011 0.023 11.578 0.022 11.550 0.024 325.73557  +0.24547  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  13.31
SA113-182   21:43:08.336 +00:14:49.98 14.370 +0.659 +0.065 +0.402 +0.422 +0.824  13   6 0.0144 0.0089 0.0089 0.0039 0.0089     2.3    -0.2  ______  13.009 0.024 12.708 0.025 12.590 0.029 325.78472  +0.24717  0.2 -9.99  -9.99  -9.99  -9.99  -9.99  14.29
SA113-187   21:43:20.629 +00:16:54.22 15.080 +1.063 +0.969 +0.638 +0.535 +1.174   7   4 0.0060 0.0163 0.0299 0.0068 0.0072    20.0    10.1  ______  13.150 0.024 12.643 0.026 12.569 0.027 325.83594  +0.28169  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  14.57
SA113-189   21:43:27.481 +00:17:20.91 15.421 +1.118 +0.958 +0.713 +0.605 +1.319   8   4 0.0138 0.0127 0.0714 0.0113 0.0156   -19.5   -30.9  ______  13.264 0.024 12.676 0.022 12.600 0.034 325.86448  +0.28909  0.2 -9.99  -9.99  -9.99  -9.99  -9.99  14.98
SA113-307   21:43:30.444 +00:18:04.17 14.214 +1.128 +0.911 +0.630 +0.614 +1.245   2   1 0.0049 0.0269 0.0035 0.0014 0.0198     1.5    -1.8  ______  12.039 0.024 11.372 0.021 11.289 0.021 325.87684  +0.30112  0.2 -9.99  -9.99  -9.99  -9.99  -9.99  13.74
SA113-191   21:43:33.561 +00:15:54.39 12.337 +0.799 +0.223 +0.471 +0.466 +0.937   7   4 0.0042 0.0023 0.0045 0.0023 0.0034   -16.7    -8.4  ______  10.709 0.024 10.276 0.023 10.175 0.027 325.88980  +0.26511  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  11.79
SA113-195   21:43:40.819 +00:17:21.83 13.692 +0.730 +0.201 +0.418 +0.413 +0.832  10   5 0.0051 0.0057 0.0101 0.0032 0.0032    -1.5    -7.5  ______  12.340 0.023 11.904 0.022 11.821 0.023 325.92007  +0.28941  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  13.50
G93-48D     21:52:10.158 +02:21:25.52 13.664 +0.636 +0.120 +0.368 +0.362 +0.724  21   9 0.0016 0.0025 0.0033 0.0018 0.0030   -13.5   -11.8  ______  12.522 0.024 12.211 0.024 12.165 0.026 328.04232  +2.35709  0.0 -9.99  -9.99  -9.99  -9.99  -9.99  12.93
G93-48C     21:52:13.86  +02:21:52.9  12.664 +1.320 +1.260 +0.852 +0.759 +1.610  33  16 0.0005 0.0015 0.0054 0.0010 0.0018   104.0   -28.0  ______  10.116 0.021  9.448 0.025  9.299 0.023 328.05775  +2.36469  0.0 -9.99  -9.99  -9.99  -9.99  -9.99  11.48
G93-48A     21:52:17.45  +02:23:14.2  12.856 +0.715 +0.278 +0.403 +0.365 +0.772  26  14 0.0017 0.0020 0.0032 0.0009 0.0023    40.0    -2.0  ______  11.596 0.019 11.332 0.028 11.225 0.023 328.07272  +2.38727  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  11.70
G93-48B     21:52:18.349 +02:23:10.40 12.416 +0.719 +0.194 +0.405 +0.383 +0.791  25  14 0.0019 0.0017 0.0038 0.0012 0.0020   -12.6   -21.7  ______  11.108 0.019 10.804 0.029 10.742 0.023 328.07644  +2.38616  0.2 -9.99  -9.99  -9.99  -9.99  -9.99  11.02
G93-48      21:52:25.379 +02:23:19.60 12.743 -0.011 -0.790 -0.096 -0.099 -0.195 106  90 0.0006 0.0007 0.0016 0.0006 0.0018    14.7  -298.4  ______  13.203 0.024 13.286 0.037 13.397 0.037 328.10575  +2.38868  0.4 12.937 13.143 13.215 13.255 13.330 13.45
PG2213-006F 22:16:12.898 -00:17:55.86 12.644 +0.678 +0.171 +0.395 +0.384 +0.781  30  15 0.0010 0.0011 0.0019 0.0006 0.0014    -7.2    -3.1  ______  11.329 0.021 11.047 0.022 10.968 0.023 334.05375  -0.29885  0.0 -9.99  -9.99  -9.99  -9.99  -9.99  12.04
PG2213-006C 22:16:17.674 -00:22:14.30 15.108 +0.726 +0.175 +0.425 +0.432 +0.853  34  17 0.0020 0.0030 0.0039 0.0020 0.0047     4.5    -3.7  ______  13.658 0.023 13.325 0.032 13.239 0.030 334.07364  -0.37068  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  14.46
PG2213-006E 22:16:21.309 -00:17:39.75 13.776 +0.661 +0.087 +0.397 +0.373 +0.778   3   3 0.0025 0.0029 0.0027 0.0029 0.0032    -7.8     8.3  ______  12.541 0.026 12.242 0.031 12.221 0.033 334.08879  -0.29441  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  13.04
PG2213-006B 22:16:21.757 -00:21:48.50 12.710 +0.753 +0.291 +0.427 +0.404 +0.831  24  13 0.0007 0.0014 0.0018 0.0005 0.0012    21.5    -3.5  ______  11.327 0.021 10.974 0.024 10.922 0.023 334.09067  -0.36351  0.2 -9.99  -9.99  -9.99  -9.99  -9.99  12.09
PG2213-006D 22:16:22.59  -00:17:40.7  13.987 +0.787 +0.128 +0.486 +0.479 +0.967  34  16 0.0015 0.0015 0.0029 0.0009 0.0022   -26.0   -42.0  ______  12.349 0.023 11.905 0.025 11.807 0.023 334.09413  -0.29463  0.0 -9.99  -9.99  -9.99  -9.99  -9.99  13.23
PG2213-006A 22:16:23.206 -00:21:26.98 14.180 +0.665 +0.094 +0.407 +0.408 +0.817  32  17 0.0006 0.0007 0.0025 0.0016 0.0030    18.5    -7.7  ______  12.830 0.023 12.455 0.025 12.419 0.026 334.09672  -0.35754  0.2 -9.99  -9.99  -9.99  -9.99  -9.99  13.49
PG2213-006  22:16:28.375 -00:21:13.51 14.137 -0.214 -1.176 -0.072 -0.132 -0.211  33  18 0.0010 0.0014 0.0006 0.0011 0.0057     1.4    -8.8  ______  14.681 0.033 14.768 0.054 14.670 0.093 334.11823  -0.35376  0.0 -9.99  -9.99  -9.99  -9.99  -9.99  13.86
G156-31     22:38:33.592 -15:17:59.44 12.361 +1.993 +1.408 +1.648 +2.042 +3.684  20   8 0.0027 0.0049 0.0130 0.0027 0.0029  2310.5  2291.7  ______   6.553 0.019  5.954 0.031  5.537 0.020 339.64053 -15.29926  2.9 -9.99  -9.99  -9.99  -9.99  -9.99  13.86
SA114-531   22:40:36.756 +00:51:55.46 12.095 +0.733 +0.175 +0.421 +0.404 +0.824  55  44 0.0009 0.0011 0.0013 0.0006 0.0009   -25.5   -16.3  G5____  10.695 0.023 10.357 0.023 10.237 0.019 340.15315  +0.86537  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  11.65
SA114-637   22:40:42.570 +01:03:10.62 12.070 +0.801 +0.307 +0.456 +0.415 +0.872  15   8 0.0044 0.0018 0.0080 0.0026 0.0028     0.0     0.8  K2____  10.619 0.027 10.262 0.025 10.146 0.024 340.17738  +1.05299  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  11.47
SA114-446   22:41:03.873 +00:46:01.40 12.064 +0.737 +0.237 +0.397 +0.369 +0.769   2   1 0.0035 0.0035 0.0064 0.0035 0.0007    18.3   -19.0  G8____  10.779 0.021 10.460 0.028 10.377 0.019 340.26617  +0.76700  0.2 -9.99  -9.99  -9.99  -9.99  -9.99  11.54
SA114-654   22:41:26.140 +01:10:10.69 11.833 +0.656 +0.178 +0.368 +0.341 +0.711   6   3 0.0008 0.0037 0.0057 0.0016 0.0037    30.0   -10.8  G0____  10.652 0.024 10.419 0.022 10.333 0.026 340.35891  +1.16963  0.0 -9.99  -9.99  -9.99  -9.99  -9.99  11.58
SA114-656   22:41:35.072 +01:11:09.79 12.644 +0.965 +0.698 +0.547 +0.506 +1.051   5   1 0.0036 0.0067 0.0219 0.0040 0.0049    -0.6    -6.9  ______  10.815 0.026 10.301 0.022 10.197 0.021 340.39611  +1.18603  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  11.92
SA114-548   22:41:36.833 +00:59:05.80 11.599 +1.362 +1.568 +0.738 +0.651 +1.387  64  54 0.0011 0.0013 0.0052 0.0007 0.0010    -0.5    -6.4  K2:___   9.300 0.026  8.528 0.040  8.378 0.026 340.40345  +0.98489  0.2 -9.99  -9.99  -9.99  -9.99  -9.99  10.87
SA114-750   22:41:44.703 +01:12:36.36 11.916 -0.037 -0.367 +0.027 -0.016 +0.010  68  57 0.0012 0.0005 0.0013 0.0010 0.0013   -12.5   -19.7  B9____  11.913 0.022 12.016 0.022 12.055 0.024 340.43626  +1.21008  0.1 11.788 11.891 11.936 11.975 12.013 12.41
SA114-755   22:42:07.584 +01:16:48.99 10.909 +0.570 -0.063 +0.313 +0.310 +0.622  23  18 0.0009 0.0009 0.0019 0.0006 0.0013   -71.3   -40.9  G0____   9.891 0.027  9.654 0.022  9.589 0.023 340.53160  +1.28025  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  10.48
SA114-670   22:42:09.288 +01:10:16.80 11.101 +1.206 +1.223 +0.645 +0.561 +1.208  16  10 0.0027 0.0015 0.0117 0.0020 0.0020    -9.8   -13.9  K0III_   9.016 0.024  8.390 0.027  8.279 0.026 340.53871  +1.17134  0.0 -9.99  -9.99  -9.99  -9.99  -9.99  10.64
